Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,53,2,9991,1,1,0.473684211,1,38,38,192,194,0.421052632,1,1,2,2,1,1,0.113207547,1,7,12,19,9,0.655629139,1,4,10,16,6,0.678461539,1,0.151162791,0.488888889,1.0,0
1,7,2,9991,1,40,0.263157895,1,37,37,10,8,0.263157895,1,1,1,2,1,1,0.283018868,1,1,6,8,6,0.614569536,1,1,6,9,6,0.664102564,1,0.558139535,0.288888889,0.772787318,0
1,39,2,8014,1,1,0.401052632,1,1,12,5,6,0.226315789,1,1,1,2,2,2,0.132075472,1,1,7,7,5,0.649006623,1,1,7,11,5,0.619230769,1,0.558139535,0.288888889,0.772787318,0
2,39,2,8014,1,19,0.401052632,1,1,1,5,5,0.368421053,1,1,1,2,2,1,0.132075472,1,1,7,15,2,0.529801325,1,1,6,6,1,0.0,1,1.0,0.244444444,0.414795244,1
1,1,2,9991,1,1,0.526315789,1,2,37,5,10,0.342105263,2,1,1,2,2,1,0.094339623,1,1,6,10,6,0.658467361,2,1,6,8,6,0.635384615,1,0.0,0.755555556,0.578599736,0
1,39,2,8014,1,38,0.401052632,1,38,37,5,9,0.005263158,1,1,1,2,2,1,0.226415094,1,1,7,12,7,0.635761589,1,1,7,7,7,0.753846154,1,0.406976744,0.311111111,0.80317041,0
1,39,2,8014,1,19,0.401052632,1,37,37,10,6,0.426315789,1,1,1,2,1,1,0.773584906,1,1,7,7,1,0.0,1,1,7,7,1,0.0,1,0.406976744,0.311111111,0.80317041,1
2,39,2,8014,1,1,0.473684211,1,37,37,10,10,0.063157895,1,1,1,2,1,1,0.339622642,1,1,7,8,7,0.662251656,1,1,7,7,7,0.655128205,1,0.918604651,0.8,0.0,0
1,43,2,9991,1,1,0.473684211,1,1,1,7,7,0.052631579,1,1,1,2,2,1,0.320754717,1,1,6,6,6,0.731125828,1,1,6,7,6,0.744871795,1,0.209302326,0.0,0.124174373,0
1,43,5,8014,1,1,0.221052632,1,34,34,1,1,0.223157895,1,1,1,2,2,1,0.075471698,1,10,12,12,12,0.659843468,1,4,12,18,9,0.686538462,1,0.209302326,0.0,0.124174373,0
1,39,2,9991,1,1,0.4,1,37,37,10,6,0.465263158,2,1,2,2,2,1,0.301886792,1,1,6,12,3,0.662251656,1,1,6,10,3,0.619230769,2,0.593023256,1.0,0.311756935,1
1,43,2,8014,1,1,0.378947368,1,19,37,9,6,0.315789474,1,1,1,2,2,1,0.132075472,1,1,7,14,1,0.0,4,1,7,7,1,0.0,1,1.0,0.244444444,0.414795244,1
2,39,2,9991,1,1,0.263157895,1,37,19,6,4,0.642105263,2,1,1,2,2,1,0.301886792,1,1,6,6,6,0.752317881,1,1,6,7,6,0.744871795,1,0.372093023,0.488888889,0.766182299,0
1,39,2,9991,1,1,0.684210526,41,37,19,10,10,0.684210526,1,1,1,2,1,2,0.264150943,2,1,6,14,5,0.556291391,1,1,6,11,5,0.565384615,1,0.918604651,0.8,0.0,0
2,39,2,9991,1,1,0.401052632,1,37,19,10,11,0.578947368,1,1,1,2,2,1,0.566037736,1,1,6,9,5,0.529801325,1,1,6,9,5,0.673076923,1,0.209302326,0.0,0.124174373,0
1,39,2,9991,1,1,0.263157895,1,19,19,10,10,0.210526316,2,1,1,2,2,1,0.188679245,1,1,6,10,2,0.529801325,1,1,6,6,1,0.0,1,0.593023256,1.0,0.311756935,1
2,39,2,9991,1,1,0.401052632,1,37,37,10,10,0.768421053,1,1,1,2,2,1,0.226415094,1,1,6,6,6,0.805298013,1,1,6,6,6,0.818461539,1,0.406976744,0.311111111,0.80317041,0
2,44,2,9991,1,39,0.473684211,1,37,37,10,10,0.473684211,1,1,1,2,1,1,0.452830189,1,3,7,11,5,0.649006623,1,4,8,10,7,0.673076923,1,0.209302326,0.0,0.124174373,0
4,17,6,8014,1,1,0.052631579,1,19,19,91,91,0.126315789,1,1,1,2,1,1,0.396226415,1,1,6,13,2,0.529801325,1,1,6,11,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,39,2,8014,1,1,0.401052632,1,34,34,1,1,0.052631579,2,1,1,2,1,1,0.188679245,1,1,7,12,5,0.649006623,1,1,7,17,4,0.646153846,1,0.0,0.755555556,0.578599736,1
2,39,2,9991,1,9,0.401052632,1,34,34,1,1,0.246315789,1,1,1,1,1,1,0.41509434,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
2,43,2,8014,1,1,0.401052632,1,34,34,1,1,0.052631579,1,1,1,2,1,2,0.339622642,1,12,17,17,17,0.67218543,1,12,14,14,14,0.646153846,1,0.209302326,0.0,0.124174373,0
1,39,2,8014,1,1,0.401052632,1,37,37,10,10,0.184210526,1,1,1,2,1,2,0.245283019,1,1,8,8,7,0.777041943,2,1,7,8,7,0.771794872,1,0.372093023,0.488888889,0.766182299,0
2,1,2,8014,1,1,0.273684211,1,37,37,10,10,0.204210526,2,1,1,2,1,1,0.528301887,1,9,13,15,13,0.741721854,1,3,8,13,8,0.746153846,1,0.0,0.755555556,0.578599736,0
6,39,2,9991,1,12,0.368421053,1,37,37,91,91,0.252631579,2,1,1,1,2,1,0.716981132,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
5,7,2,9991,1,2,0.263157895,1,37,37,7,7,0.263157895,1,1,1,2,1,1,0.547169811,1,7,9,13,9,0.655629139,1,5,10,12,6,0.667692308,1,0.151162791,0.488888889,1.0,0
1,39,2,9991,1,1,0.052631579,1,19,37,6,6,0.270526316,1,1,1,2,1,1,0.20754717,1,1,6,10,5,0.59602649,1,1,6,8,5,0.7,1,0.0,0.755555556,0.578599736,0
1,43,2,9991,1,1,0.263157895,1,19,37,4,10,0.052631579,1,1,1,2,1,1,0.320754717,1,1,6,10,1,0.0,1,1,6,11,2,0.592307692,1,0.73255814,0.111111111,0.640686922,1
1,17,3,8014,1,1,0.410526316,1,1,19,5,100,0.326315789,2,1,1,2,2,1,0.094339623,1,1,7,8,7,0.671081678,1,1,7,7,7,0.655128205,1,0.0,0.755555556,0.578599736,0
1,39,2,8014,1,15,0.401052632,1,34,34,1,1,0.052631579,2,1,1,1,1,1,0.377358491,1,1,6,10,1,0.0,1,1,6,6,1,0.0,6,0.209302326,0.0,0.124174373,1
2,39,2,8014,1,1,0.263157895,1,38,37,6,4,0.163157895,1,1,1,2,1,2,0.358490566,1,1,7,7,7,0.626931567,1,1,7,7,7,0.619230769,1,0.372093023,0.488888889,0.766182299,0
1,39,2,8014,1,1,0.263157895,1,37,1,8,5,0.0,2,1,1,2,1,1,0.132075472,1,1,7,9,6,0.60397351,1,1,7,9,6,0.635384615,1,0.918604651,0.8,0.0,1
1,39,2,9991,1,1,0.157894737,1,37,37,8,11,0.578947368,1,1,1,1,1,1,0.58490566,1,1,6,6,2,0.529801325,1,1,6,6,1,0.0,1,0.918604651,0.8,0.0,1
1,44,2,9991,1,39,0.368421053,1,37,37,6,6,0.368421053,2,1,1,2,2,1,0.283018868,1,3,7,10,5,0.662251656,1,4,8,8,5,0.592307692,1,0.209302326,0.0,0.124174373,1
2,39,2,9991,1,12,0.401052632,1,37,37,10,10,0.408421053,2,1,1,2,2,1,0.660377358,1,1,6,6,6,0.720529801,1,1,6,6,6,0.764615385,1,0.0,0.755555556,0.578599736,0
1,43,2,8014,1,1,0.368421053,1,38,3,133,123,0.052631579,1,1,1,2,2,1,0.698113208,1,10,14,15,14,0.705043301,1,8,12,13,12,0.69020979,1,0.593023256,1.0,0.311756935,0
2,39,2,9991,1,1,0.157894737,1,37,37,10,11,0.578947368,1,1,1,2,2,1,0.603773585,1,1,6,7,6,0.646357616,1,1,6,10,6,0.635384615,1,0.918604651,0.8,0.0,0
1,17,3,8014,1,1,0.284210526,1,37,19,10,10,0.303157895,1,1,1,2,1,1,0.056603774,1,1,7,9,6,0.635761589,1,1,7,9,7,0.592307692,1,0.372093023,0.488888889,0.766182299,0
1,7,2,9991,1,40,0.263157895,1,43,3,4,4,0.263157895,1,1,1,2,1,1,0.188679245,1,1,6,6,6,0.805298013,1,1,6,7,6,0.753846154,1,0.406976744,0.311111111,0.80317041,0
1,17,2,8014,1,1,0.431578947,1,37,37,6,9,0.394736842,1,1,2,2,1,2,0.094339623,1,2,7,8,5,0.675496689,1,2,7,9,6,0.7,1,0.73255814,0.111111111,0.640686922,0
1,39,2,9991,1,1,0.401052632,1,1,1,5,3,0.344210526,1,1,1,2,1,1,0.150943396,1,1,6,13,5,0.662251656,1,1,6,11,5,0.592307692,1,0.73255814,0.111111111,0.640686922,0
5,39,2,9991,1,1,0.157894737,1,1,1,4,4,0.252631579,1,1,1,2,2,2,0.339622642,1,1,6,11,5,0.556291391,1,1,6,7,6,0.678461539,1,0.151162791,0.488888889,1.0,0
1,44,2,9991,1,39,0.368421053,1,37,37,10,10,0.368421053,1,1,1,2,1,1,0.264150943,1,3,7,13,5,0.649006623,1,4,8,10,8,0.646153846,1,0.209302326,0.0,0.124174373,0
1,39,2,9991,1,19,0.401052632,1,2,1,3,5,0.052631579,1,1,1,2,2,1,0.132075472,1,1,6,8,1,0.0,1,1,6,8,1,0.0,1,1.0,0.244444444,0.414795244,1
2,39,2,9991,1,1,0.157894737,1,37,37,6,2,0.263157895,2,1,1,2,1,1,0.396226415,1,1,6,12,4,0.600441501,1,1,6,10,5,0.646153846,1,0.209302326,0.0,0.124174373,1
2,43,2,9991,1,1,0.157894737,1,37,37,10,10,0.394736842,1,1,1,2,2,1,0.377358491,1,8,13,14,13,0.649006623,1,9,14,14,14,0.691715977,1,0.209302326,0.0,0.124174373,0
2,39,2,8014,1,1,0.473684211,1,37,3,10,11,0.810526316,1,1,1,2,2,1,0.509433962,1,6,12,22,10,0.653421633,1,9,12,17,10,0.592307692,1,0.558139535,0.288888889,0.772787318,0
2,39,2,9991,1,1,0.473684211,1,37,12,10,10,0.578947368,1,1,2,2,2,1,0.339622642,1,1,6,7,6,0.57218543,1,1,6,8,6,0.646153846,3,0.209302326,0.0,0.124174373,1
1,7,2,9991,1,3,0.473684211,1,37,37,10,10,0.473684211,1,1,1,2,2,1,0.188679245,1,1,6,7,5,0.715231788,1,1,6,7,5,0.740384615,1,0.0,0.755555556,0.578599736,0
1,39,2,9991,1,1,0.578947368,1,3,5,3,3,0.429473684,1,1,2,2,2,1,0.226415094,1,2,6,10,4,0.582781457,1,1,6,12,3,0.726923077,1,0.593023256,1.0,0.311756935,1
1,43,3,8014,1,3,0.368421053,1,34,34,1,1,0.368421053,1,1,1,2,2,1,0.264150943,1,9,13,22,13,0.653421633,1,7,11,14,8,0.715384616,3,0.0,0.755555556,0.578599736,0
1,43,2,9991,1,3,0.368421053,1,3,1,3,10,0.368421053,1,1,1,2,2,1,0.301886792,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.593023256,1.0,0.311756935,1
1,51,2,9991,1,1,0.410526316,1,1,1,6,4,0.269473684,2,1,1,2,2,1,0.188679245,1,3,7,7,7,0.653421633,1,1,6,6,6,0.7,1,0.406976744,0.311111111,0.80317041,0
4,43,2,9991,1,1,0.726315789,1,37,37,7,7,0.387368421,1,1,1,2,1,1,0.264150943,1,8,15,20,14,0.601702933,1,10,15,15,14,0.646153846,2,0.209302326,0.0,0.124174373,0
2,43,2,8014,1,1,0.157894737,1,37,19,10,4,0.052631579,1,1,1,2,1,1,0.320754717,1,10,12,18,10,0.653421633,1,4,8,13,8,0.653846154,1,0.209302326,0.0,0.124174373,0
2,39,2,9991,1,1,0.473684211,1,36,14,10,11,0.368421053,2,1,1,2,2,1,0.452830189,1,1,6,10,5,0.569536424,1,1,6,8,3,0.538461539,1,0.209302326,0.0,0.124174373,1
2,42,2,9991,1,1,0.368421053,1,3,2,3,3,0.368421053,1,1,1,2,2,1,0.188679245,1,3,3,3,3,0.662251656,1,1,6,7,3,0.673076923,1,0.593023256,1.0,0.311756935,0
1,39,2,9991,1,1,0.368421053,1,1,1,4,8,0.473684211,1,1,1,2,2,1,0.169811321,1,1,6,6,6,0.656953642,1,1,6,6,6,0.667692308,1,0.918604651,0.8,0.0,0
1,39,2,9991,1,1,0.052631579,1,37,37,10,7,0.615789474,1,1,2,1,2,1,0.264150943,1,1,6,10,1,0.0,1,1,6,7,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,39,2,8014,1,1,0.401052632,1,34,34,1,1,0.026315789,2,1,1,2,2,1,0.226415094,1,1,7,11,1,0.0,2,1,6,11,1,0.0,1,0.0,0.755555556,0.578599736,1
2,17,4,8014,1,1,0.294736842,1,19,37,4,4,0.191578947,1,1,2,1,1,1,0.018867925,1,1,7,10,4,0.565121413,1,1,7,13,1,0.0,1,0.0,0.755555556,0.578599736,1
2,39,2,9991,1,1,0.473684211,1,37,37,10,11,0.368421053,1,1,1,2,1,1,0.320754717,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.209302326,0.0,0.124174373,0
1,17,2,8014,1,1,0.389473684,1,37,19,6,6,0.275789474,1,1,1,2,1,1,0.018867925,1,1,7,9,6,0.646357616,1,1,7,11,6,0.689230769,1,0.372093023,0.488888889,0.766182299,0
1,39,2,8014,1,1,0.263157895,100,1,1,5,8,0.257894737,1,1,2,2,1,1,0.150943396,2,3,7,7,7,0.600441501,1,1,7,7,5,0.632692308,1,0.151162791,0.488888889,1.0,0
1,39,2,8014,1,1,0.410526316,1,37,38,5,8,0.157894737,2,1,1,2,1,1,0.132075472,1,1,7,11,2,0.529801325,1,1,7,13,1,0.0,1,0.209302326,0.0,0.124174373,1
2,39,2,8014,1,1,0.536842105,1,37,37,10,9,0.268421053,1,1,1,2,1,1,0.509433962,1,1,7,7,7,0.785871965,1,1,7,7,7,0.762820513,1,0.372093023,0.488888889,0.766182299,0
2,39,2,9991,1,1,0.157894737,1,37,37,10,5,0.684210526,1,1,1,2,1,1,0.509433962,1,1,6,6,6,0.625165563,1,1,6,6,6,0.667692308,1,0.918604651,0.8,0.0,0
2,39,2,9991,1,1,0.263157895,1,37,37,10,11,0.789473684,1,1,1,2,1,1,0.320754717,1,1,6,13,3,0.609271523,1,1,6,10,5,0.632692308,1,0.209302326,0.0,0.124174373,0
2,39,3,9991,1,1,0.052631579,1,37,37,10,10,0.052631579,2,1,1,2,2,1,0.641509434,1,1,5,5,1,0.0,1,1,6,1,1,0.0,1,0.593023256,1.0,0.311756935,1
2,57,2,9991,1,1,0.401052632,41,38,37,5,7,0.052631579,1,1,1,2,1,1,0.377358491,2,6,11,12,8,0.711447493,1,6,11,12,11,0.624615385,1,0.151162791,0.488888889,1.0,0
1,7,2,8014,1,3,0.473684211,1,1,1,5,5,0.473684211,1,1,1,2,1,1,0.245283019,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,18,2,8014,1,1,0.442105263,1,1,1,5,4,0.294736842,1,1,2,2,1,1,0.056603774,1,1,7,14,5,0.57218543,1,1,7,16,5,0.646153846,1,1.0,0.244444444,0.414795244,0
2,39,2,8014,1,12,0.157894737,1,37,37,8,10,0.263157895,1,1,1,2,1,1,0.471698113,1,1,7,7,7,0.618101545,1,1,7,7,7,0.735897436,1,0.372093023,0.488888889,0.766182299,0
1,43,2,8014,1,6,0.401052632,1,34,34,1,1,0.052631579,1,1,2,2,1,1,0.226415094,1,2,7,10,5,0.635761589,1,2,7,14,3,0.565384615,1,0.0,0.755555556,0.578599736,1
1,39,2,8014,1,1,0.473684211,1,37,37,10,8,0.284210526,2,1,2,1,2,1,0.226415094,1,1,7,12,5,0.662251656,1,1,7,8,1,0.0,1,0.558139535,0.288888889,0.772787318,1
2,39,2,9991,1,1,0.368421053,1,37,37,10,10,0.345263158,1,1,1,2,2,1,0.377358491,1,1,6,8,5,0.569536424,1,1,6,8,4,0.61025641,1,0.0,0.755555556,0.578599736,0
1,39,2,9991,1,1,0.263157895,1,19,37,6,6,0.349473684,1,1,1,1,2,1,0.264150943,1,1,6,6,3,0.582781457,1,1,6,1,1,0.0,1,0.593023256,1.0,0.311756935,1
2,39,2,8014,1,19,0.401052632,1,37,37,10,7,0.126315789,1,1,1,2,2,1,0.452830189,1,2,8,8,8,0.681173132,1,1,7,7,7,0.708974359,1,0.593023256,1.0,0.311756935,0
2,39,2,9991,1,1,0.052631579,1,37,37,2,2,0.704210526,1,1,1,2,2,1,0.79245283,1,1,6,8,1,0.0,1,1,6,8,1,0.0,1,1.0,0.244444444,0.414795244,1
2,7,2,9991,1,3,0.473684211,1,34,34,100,100,0.473684211,2,1,1,1,2,1,0.301886792,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
2,39,2,9991,1,19,0.401052632,1,37,1,6,6,0.455789474,1,1,1,2,2,1,0.509433962,1,1,6,10,4,0.600441501,1,1,6,9,6,0.6,1,0.73255814,0.111111111,0.640686922,1
2,1,5,8014,1,1,0.473684211,1,34,34,1,1,0.347368421,2,1,1,2,2,1,0.377358491,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,1,3,9991,1,1,0.294736842,1,1,3,5,3,0.191578947,1,1,1,1,2,1,0.094339623,1,1,6,8,4,0.618101545,1,1,6,9,3,0.565384615,3,0.0,0.755555556,0.578599736,1
2,39,2,8014,1,19,0.401052632,1,37,37,7,7,0.463157895,1,1,1,2,2,1,0.603773585,1,1,7,9,7,0.644591612,1,1,7,9,7,0.776923077,1,0.558139535,0.288888889,0.772787318,0
2,43,2,8014,1,1,0.263157895,1,37,37,6,6,0.695789474,1,1,1,2,2,1,0.566037736,1,1,7,10,7,0.64333018,1,1,7,7,1,0.0,1,1.0,0.244444444,0.414795244,1
1,39,2,9991,1,1,0.263157895,1,19,37,7,9,0.684210526,1,1,1,2,2,1,0.433962264,1,1,6,6,6,0.582781457,1,1,6,6,6,0.721538462,1,0.918604651,0.8,0.0,0
1,39,2,9991,1,1,0.401052632,1,3,38,3,8,0.281052632,1,1,1,2,2,1,0.264150943,1,1,6,6,1,0.0,1,1,6,8,1,0.0,1,0.73255814,0.111111111,0.640686922,1
4,43,3,9991,1,38,0.401052632,1,3,1,3,10,0.32,1,1,1,2,2,1,0.41509434,1,1,3,6,1,0.0,1,1,5,5,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,39,2,9991,1,1,0.368421053,1,3,1,4,4,0.268421053,1,1,1,2,2,1,0.20754717,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.593023256,1.0,0.311756935,1
2,39,2,9991,1,1,0.368421053,1,37,37,10,10,0.473684211,2,1,1,2,2,1,0.264150943,1,1,6,9,2,0.582781457,1,1,6,6,2,0.7,1,0.209302326,0.0,0.124174373,1
2,39,2,9991,1,1,0.157894737,1,37,37,2,5,0.263157895,2,1,1,1,2,1,0.433962264,1,1,6,11,3,0.556291391,1,1,6,6,4,0.574358975,1,0.209302326,0.0,0.124174373,1
1,43,6,8014,1,1,0.157894737,1,34,34,1,1,0.157894737,1,1,1,2,2,1,0.377358491,1,1,7,13,1,0.0,1,1,6,11,1,0.0,1,0.0,0.755555556,0.578599736,1
1,43,2,9991,1,1,0.052631579,1,37,19,10,5,0.368421053,1,1,1,2,2,1,0.433962264,1,2,6,7,5,0.543046358,1,4,9,19,6,0.603076923,6,0.918604651,0.8,0.0,1
1,17,3,9991,1,1,0.221052632,1,37,19,10,5,0.247368421,1,1,1,2,2,1,0.113207547,1,1,6,7,5,0.688741722,1,1,6,6,6,0.7,1,0.0,0.755555556,0.578599736,0
1,43,2,9991,1,1,0.431578947,1,3,4,3,3,0.409473684,1,1,1,1,2,1,0.169811321,1,9,13,13,9,0.59602649,1,4,9,9,4,0.61025641,1,0.0,0.755555556,0.578599736,1
4,39,2,8014,1,19,0.052631579,1,1,37,10,2,0.173684211,1,1,1,2,2,1,0.528301887,1,3,9,11,5,0.609271523,1,3,9,14,5,0.592307692,1,0.372093023,0.488888889,0.766182299,1
2,39,2,9991,1,1,0.473684211,1,37,37,10,10,0.244210526,1,1,1,2,2,1,0.660377358,1,1,6,8,6,0.593377483,1,1,6,7,6,0.689230769,2,0.0,0.755555556,0.578599736,0
2,39,2,8014,1,1,0.578947368,1,37,37,10,10,0.473684211,1,1,1,1,2,1,0.339622642,1,1,7,7,7,0.741721854,1,1,7,7,7,0.762820513,1,0.209302326,0.0,0.124174373,0
1,18,2,9991,1,1,0.178947368,1,43,40,3,3,0.12,1,1,1,2,2,1,0.094339623,1,1,6,1,1,0.0,1,1,6,1,1,0.0,1,0.151162791,0.488888889,1.0,1
2,39,2,9991,1,1,0.052631579,1,37,37,10,10,0.318947368,2,1,1,2,2,1,0.452830189,1,1,6,9,5,0.59602649,1,1,6,9,4,0.592307692,2,0.0,0.755555556,0.578599736,1
2,39,2,8014,1,1,0.401052632,1,34,34,91,91,0.221052632,1,1,1,1,1,1,0.641509434,1,1,7,14,5,0.59602649,1,1,7,13,1,0.0,2,0.372093023,0.488888889,0.766182299,1
2,39,3,9991,1,1,0.578947368,1,37,37,10,10,0.263157895,1,1,1,2,1,1,0.490566038,1,1,6,12,4,0.565121413,1,2,6,11,5,0.673076923,1,0.209302326,0.0,0.124174373,0
2,39,3,8014,1,1,0.052631579,1,34,34,1,1,0.052631579,2,1,1,2,1,1,0.452830189,1,1,7,10,6,0.625165563,1,2,7,11,4,0.574358975,2,0.0,0.755555556,0.578599736,0
1,43,2,9991,1,1,0.473684211,1,37,37,10,10,0.429473684,2,1,1,2,2,1,0.150943396,1,15,16,17,16,0.57218543,1,14,15,15,15,0.611538462,1,0.209302326,0.0,0.124174373,0
2,39,2,9991,1,19,0.401052632,1,37,37,6,6,0.177894737,2,1,1,2,2,1,0.452830189,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
1,39,3,9991,1,1,0.401052632,1,19,38,10,10,0.078947368,1,1,1,1,2,1,0.188679245,1,1,6,11,1,0.0,1,1,6,6,1,0.0,1,0.918604651,0.8,0.0,1
1,1,2,9991,1,1,0.810526316,1,38,37,10,10,0.571578947,1,1,1,2,2,2,0.132075472,1,1,6,6,6,0.847682119,1,1,6,6,6,0.861538462,1,0.151162791,0.488888889,1.0,0
1,39,2,8014,1,1,0.052631579,1,37,37,7,7,0.14,1,1,1,2,2,1,0.41509434,1,1,7,9,6,0.60397351,1,2,7,13,4,0.592307692,2,0.0,0.755555556,0.578599736,0
1,7,2,9991,1,40,0.578947368,1,37,37,7,7,0.578947368,2,1,1,2,2,1,0.509433962,1,4,8,10,8,0.715231788,1,1,6,7,6,0.872307692,1,0.151162791,0.488888889,1.0,1
1,7,2,9991,1,3,0.368421053,1,37,37,10,10,0.368421053,1,1,1,2,2,1,0.264150943,1,10,10,10,10,0.753495217,1,6,6,6,6,0.689230769,1,0.593023256,1.0,0.311756935,1
2,39,2,9991,1,1,0.273684211,1,37,19,10,10,0.488421053,1,1,2,1,2,1,0.226415094,1,1,6,8,5,0.59602649,1,1,6,9,5,0.635384615,1,0.372093023,0.488888889,0.766182299,1
2,39,2,8014,1,19,0.401052632,1,19,37,10,10,0.594736842,1,1,2,1,2,1,0.528301887,1,1,7,8,1,0.0,1,1,6,6,1,0.0,1,1.0,0.244444444,0.414795244,1
1,39,2,9991,1,12,0.263157895,1,37,38,6,6,0.638947368,1,1,1,2,2,1,0.301886792,1,1,6,6,6,0.699337748,1,1,6,7,6,0.798717949,1,0.372093023,0.488888889,0.766182299,0
1,51,2,8014,1,1,0.263157895,1,1,1,5,5,0.352631579,1,1,2,1,2,1,0.169811321,1,3,9,14,5,0.556291391,1,6,11,17,8,0.561538462,1,0.558139535,0.288888889,0.772787318,1
2,1,3,8014,1,1,0.157894737,1,37,1,10,11,0.144210526,2,1,1,2,1,1,0.490566038,1,1,7,7,7,0.688741722,1,1,7,7,7,0.673076923,1,0.209302326,0.0,0.124174373,0
2,39,2,8014,1,12,0.401052632,1,37,37,10,2,0.189473684,1,1,1,2,1,1,0.547169811,1,1,7,14,4,0.653421633,1,1,7,7,7,0.717948718,1,0.406976744,0.311111111,0.80317041,0
1,39,2,8014,1,1,0.263157895,1,38,37,10,8,0.136842105,1,1,1,2,2,2,0.377358491,1,2,8,10,7,0.628192999,1,2,7,8,6,0.646153846,1,0.73255814,0.111111111,0.640686922,0
1,43,2,8014,1,1,0.533684211,22,37,37,10,10,0.533684211,2,1,1,2,1,1,0.150943396,2,9,17,17,16,0.706401766,1,12,14,14,12,0.660839161,1,0.73255814,0.111111111,0.640686922,0
1,1,2,8014,1,1,0.326315789,1,38,37,6,6,0.249473684,1,1,1,2,1,1,0.037735849,1,1,7,7,7,0.662251656,1,1,7,7,7,0.619230769,1,0.593023256,1.0,0.311756935,0
1,17,2,9991,1,1,0.684210526,1,34,34,1,1,0.703157895,2,1,2,2,2,1,0.301886792,1,1,6,9,3,0.556291391,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
1,39,2,8014,1,1,0.473684211,1,19,1,10,9,0.105263158,1,1,1,2,1,1,0.169811321,1,1,7,15,4,0.565121413,2,1,7,10,6,0.603076923,1,0.918604651,0.8,0.0,0
2,39,2,8014,1,1,0.578947368,1,37,37,8,6,0.505263158,1,1,1,2,1,1,0.433962264,1,6,10,10,10,0.841795438,1,4,8,8,8,0.761538461,1,0.593023256,1.0,0.311756935,0
1,39,2,9991,1,1,0.578947368,1,19,37,10,9,0.457894737,1,1,1,2,1,1,0.169811321,1,1,6,11,5,0.635761589,1,1,6,10,5,0.605769231,1,0.593023256,1.0,0.311756935,0
1,17,3,8014,1,1,0.263157895,1,37,34,1,1,0.237894737,2,1,1,2,1,1,0.037735849,1,1,7,9,6,0.646357616,1,1,7,8,7,0.646153846,1,0.0,0.755555556,0.578599736,0
2,43,2,9991,1,1,0.368421053,1,37,37,10,10,0.349473684,1,1,1,2,1,1,0.320754717,1,4,9,10,4,0.582781457,1,3,8,8,3,0.538461539,1,0.209302326,0.0,0.124174373,1
1,39,2,9991,1,1,0.368421053,1,1,38,5,10,0.210526316,1,1,1,2,2,1,0.150943396,1,1,6,8,1,0.0,1,1,6,9,1,0.0,1,1.0,0.244444444,0.414795244,1
1,51,2,8014,1,42,0.473684211,1,19,37,135,194,0.452631579,2,1,2,2,1,2,0.075471698,1,14,14,14,12,0.674292595,1,10,12,12,11,0.678461539,1,0.151162791,0.488888889,1.0,0
1,43,2,9991,1,1,0.401052632,41,37,37,10,9,0.207368421,1,1,1,2,1,1,0.320754717,2,3,3,3,3,0.556291391,1,2,2,2,2,0.592307692,1,0.372093023,0.488888889,0.766182299,1
1,39,2,9991,1,1,0.157894737,1,37,37,10,10,0.413684211,1,1,1,2,2,1,0.132075472,1,1,6,11,1,0.0,1,1,6,8,2,0.646153846,1,0.372093023,0.488888889,0.766182299,1
1,39,10,9991,1,1,0.263157895,1,38,38,10,6,0.524210526,1,1,1,2,2,1,0.20754717,1,1,6,8,5,0.675496689,1,1,6,8,6,0.771794872,1,0.372093023,0.488888889,0.766182299,0
